,DocumentID,Date,SKU,Price,Discount,Customer,Quantity
135,1112,2019-12-30,1709,1483.050847,266.949153,424,5.0
136,1113,2019-12-30,917,1355.932203,244.067797,546,4.0
137,1114,2019-12-30,574,1050.847458,189.152542,308,4.0
138,1115,2019-12-30,522,1355.932203,244.067797,604,8.0
139,1116,2019-12-30,1182,453.372881,81.607119,36,2.0
140,1117,2019-12-30,519,338.983051,61.016949,473,2.0
141,1118,2019-12-30,525,711.864407,128.135593,380,4.0
142,1118,2019-12-30,530,932.20339,167.79661,380,4.0
143,1119,2019-12-30,975,415.254237,74.745763,161,2.0
144,1120,2019-12-30,1008,281.779661,50.720339,284,1.0
145,1120,2019-12-30,851,4347.457627,782.542373,284,4.0
146,1120,2019-12-30,90,774.491525,139.408475,284,2.0
147,1120,2019-12-30,116,757.576271,136.363729,284,3.0
148,1120,2019-12-30,160,1085.254237,195.345763,284,4.0
149,1120,2019-12-30,166,901.694915,162.305085,284,4.0
150,1120,2019-12-30,166,450.847458,81.152542,284,2.0
151,1120,2019-12-30,223,898.474576,161.725424,284,4.0
152,1120,2019-12-30,223,871.898305,156.941695,284,4.0
153,1120,2019-12-30,490,1666.525424,299.974576,284,2.0
154,1120,2019-12-30,190,2141.525424,385.474576,284,4.0
155,1120,2019-12-30,188,1280.067797,230.412203,284,4.0
156,1120,2019-12-30,218,830.847458,149.552542,284,4.0
157,1120,2019-12-30,2375,1175.423729,211.576271,284,4.0
158,1121,2019-12-30,528,881.355932,158.644068,506,4.0
159,1122,2019-12-31,88,253.389831,45.610169,214,1.0
160,1123,2019-12-31,2351,334.745763,60.254237,279,1.0
161,1124,2019-12-31,224,1016.949153,183.050847,567,4.0
162,1125,2019-12-31,541,1642.372881,295.627119,604,12.0
163,1126,2019-12-31,71,269.491525,48.508475,156,1.0
164,1127,2019-12-31,529,1593.220339,286.779661,574,8.0
165,1128,2019-12-31,2375,3355.932203,604.067797,240,12.0
166,1129,2019-12-31,140,216.101695,38.898305,331,1.0
167,1130,2019-12-31,1345,3559.322034,640.677966,396,2.0
168,1131,2019-12-31,1786,1419.491525,255.508475,328,4.0
169,1132,2019-12-31,529,745.762712,134.237288,288,4.0
170,1132,2019-12-31,525,694.915254,125.084746,288,4.0
171,1132,2019-12-31,523,1423.728814,256.271186,288,8.0
172,1133,2019-12-31,2424,3944.915254,710.084746,406,20.0
173,1134,2019-12-31,1445,3338.033898,600.846102,156,4.0
174,1135,2019-12-31,2379,1508.474576,271.525424,378,4.0
175,1136,2019-12-31,378,1423.728814,256.271186,406,4.0
176,1137,2019-12-31,188,1280.067797,230.412203,284,4.0
177,1137,2019-12-31,190,524.110169,94.339831,284,1.0
178,1137,2019-12-31,191,763.220339,137.379661,284,4.0
179,1137,2019-12-31,191,733.423729,132.016271,284,4.0
180,1137,2019-12-31,166,950.0,171.0,284,4.0
181,1137,2019-12-31,166,950.0,171.0,284,4.0
182,1137,2019-12-31,1787,4453.559322,801.640678,284,4.0
183,1137,2019-12-31,574,272.923729,49.126271,284,1.0
184,1137,2019-12-31,773,1046.610169,188.389831,284,2.0
185,1137,2019-12-31,2375,587.711864,105.788136,284,2.0
186,1137,2019-12-31,1057,1127.118644,202.881356,284,2.0
187,1137,2019-12-31,2040,3890.169492,700.230508,284,4.0
188,1144,2019-08-28,681,152.54,0.00237,82,1.0
189,1145,2019-08-30,1431,180.08,31.78441,1,1.0
190,1145,2019-08-30,2313,345.76,61.01966,1,1.0
191,1146,2019-09-06,1460,474.58,118.64034,211,1.0
192,1146,2019-09-06,1394,454.24,113.55661,211,1.0
193,1147,2019-09-06,1431,180.08,31.78441,70,1.0
194,1147,2019-09-06,1454,172.88,30.50983,70,1.0
195,1148,2019-09-09,353,136.87,24.14695,150,1.0
196,1149,2019-09-18,1645,2966.08,0.0,390,4.0
197,1150,2019-09-21,353,273.7,48.3,150,2.0
198,1151,2019-09-27,488,169.491525,30.508475,476,1.0
199,1152,2019-09-27,1310,208.9,36.86271,399,1.0
200,1152,2019-09-27,1861,280.93,49.57847,399,1.0
201,1152,2019-09-27,2313,345.76,61.01966,399,1.0
202,1153,2019-09-28,1310,208.9,36.86271,211,1.0
203,1153,2019-09-28,868,201.7,35.58814,211,1.0
204,1154,2019-09-28,2239,259.32,45.76475,594,1.0
205,1155,2019-10-01,2392,237.71,41.95102,419,1.0
206,1155,2019-10-01,1830,244.92,43.21559,419,1.0
207,1156,2019-10-02,1830,244.92,43.21559,563,1.0
208,1156,2019-10-02,1975,360.17,-0.00051,563,1.0
209,1156,2019-10-02,2392,237.71,41.95102,563,1.0
210,1157,2019-10-03,1267,593.22,0.00034,581,1.0
211,1158,2019-10-05,1175,1830.51,-0.00152,310,2.0
212,1158,2019-10-05,1554,1864.41,-0.00322,310,2.0
213,1158,2019-10-05,2736,0.0,400.0,310,1.0
214,1159,2019-10-07,2214,208.9,36.86271,1,1.0
215,1159,2019-10-07,2353,216.1,38.13729,1,1.0
216,1159,2019-10-07,1556,302.54,53.3922,1,1.0
217,1159,2019-10-07,868,403.39,71.18628,1,2.0
218,1159,2019-10-07,1039,381.78,67.37254,1,1.0
219,1159,2019-10-07,350,684.32,120.76475,1,5.0
220,1160,2019-10-07,1977,550.85,-0.00254,206,1.0
221,1161,2019-10-11,1983,211.86,0.00441,1,1.0
222,1161,2019-10-11,1454,345.76,61.01966,1,2.0
223,1161,2019-10-11,1431,180.08,31.78441,1,1.0
224,1162,2019-10-16,1830,244.9,43.22,1,1.0
225,1162,2019-10-16,1772,266.53,47.02932,1,1.0
226,1162,2019-10-16,2465,309.75,54.65678,1,1.0
227,1163,2019-10-21,2064,237.71,41.95102,563,1.0
228,1164,2019-10-21,2064,237.71,41.95102,563,1.0
229,1164,2019-10-21,2239,259.32,45.76475,563,1.0
230,1165,2019-10-21,2736,50.85,0.0,337,1.0
231,1165,2019-10-21,197,1101.68,0.0,337,4.0
232,1166,2019-10-22,961,1525.42,0.00372,447,2.0
233,1166,2019-10-22,959,1016.95,-0.00084,447,2.0
234,1167,2019-10-24,350,273.73,48.3039,399,2.0
235,1167,2019-10-24,1077,316.95,55.93136,399,2.0
236,1168,2019-10-25,1310,208.9,36.86271,587,1.0
237,1169,2019-10-28,1310,2088.99,368.6371,1,10.0
238,1169,2019-10-28,868,2016.95,355.9314,1,10.0
239,1169,2019-10-28,2353,216.1,38.13729,1,1.0
240,1170,2019-10-29,1310,208.9,36.86271,211,1.0
241,1171,2019-11-05,1077,792.37,139.8334,1,5.0
242,1171,2019-11-05,1454,172.88,30.50983,1,1.0
243,1171,2019-11-05,350,1368.64,241.5295,1,10.0
244,1172,2019-11-06,2085,374.58,66.1,82,2.0
245,1172,2019-11-06,2505,136.87,24.15,82,1.0
246,1173,2019-11-08,2535,237.71,41.95102,563,1.0
247,1173,2019-11-08,1794,259.32,45.76475,563,1.0
248,1174,2019-11-11,972,847.46,-0.00237,211,1.0
249,1174,2019-11-11,967,720.34,-0.00102,211,1.0
250,1175,2019-11-12,2178,252.12,44.49017,1,1.0
251,1175,2019-11-12,1556,302.54,53.3922,1,1.0
252,1175,2019-11-12,2505,684.32,120.76475,1,5.0
253,1176,2019-11-18,2736,0.0,200.0,427,1.0
254,1177,2019-11-26,1244,508.47,0.00458,1,1.0
255,1177,2019-11-26,332,677.97,-0.0039,1,1.0
256,1178,2019-12-11,353,275.42,0.00372,155,2.0
257,1179,2019-12-17,335,1016.95,-0.00085,581,1.0
258,1180,2019-12-18,1830,244.92,43.21559,165,1.0
259,1180,2019-12-18,2392,237.71,41.95102,165,1.0
260,1181,2019-12-19,433,84.75,-0.00424,150,1.0
261,1182,2019-12-20,1039,381.78,67.37254,1,1.0
262,1182,2019-12-20,1830,244.92,43.21559,1,1.0
263,1182,2019-12-20,1556,302.54,53.3922,1,1.0
264,1183,2019-07-01,219,772.881356,139.118644,99,4.0
265,1183,2019-07-01,191,2769.491525,498.508475,99,16.0
266,1184,2019-07-02,378,705.084746,126.915254,303,2.0
267,1185,2019-07-02,851,1080.508475,194.491525,544,1.0
268,1186,2019-07-02,2528,2033.898305,366.101695,303,12.0
269,1187,2019-07-02,197,932.20339,167.79661,56,4.0
270,1188,2019-07-02,2528,711.864407,128.135593,85,4.0
271,1188,2019-07-02,1827,677.966102,122.033898,85,4.0
272,1188,2019-07-02,2072,559.322034,100.677966,85,4.0
273,1189,2019-07-02,2329,2623.728814,472.271186,68,8.0
274,1190,2019-07-02,1793,398.305085,71.694915,231,2.0
275,1191,2019-07-02,2028,1016.949153,183.050847,574,4.0
276,1192,2019-07-02,2329,1338.983051,241.016949,288,4.0
277,1192,2019-07-02,797,502.542373,90.457627,288,1.0
278,1192,2019-07-02,816,906.779661,163.220339,288,2.0
279,1193,2019-07-02,1796,398.305085,71.694915,595,2.0
280,1194,2019-07-02,678,4951.271186,891.228814,506,30.0
281,1195,2019-07-02,2284,756.779661,136.220339,224,4.0
282,1196,2019-07-02,191,1038.559322,186.940678,131,6.0
283,1196,2019-07-02,191,728.813559,131.186441,131,4.0
284,1197,2019-07-02,1827,733.898305,132.101695,540,4.0
285,1198,2019-07-02,2470,584.745763,105.254237,382,2.0
286,1199,2019-07-02,1646,921.423729,165.856271,284,1.0
287,1199,2019-07-02,534,975.864407,175.655593,284,4.0
288,1200,2019-07-02,2329,1338.983051,241.016949,488,4.0
289,1201,2019-07-03,190,584.745763,105.254237,211,1.0
290,1202,2019-07-03,1408,1593.220339,286.779661,18,8.0
291,1203,2019-07-03,371,788.135593,141.864407,231,2.0
292,1204,2019-07-03,793,301.90678,54.34322,82,1.0
293,1205,2019-07-03,548,920.338983,165.661017,511,2.0
294,1206,2019-07-03,223,1694.237288,304.962712,68,8.0
295,1206,2019-07-03,2173,913.525424,164.434576,68,4.0
296,1207,2019-07-03,2329,2008.474576,361.525424,396,6.0
297,1208,2019-07-03,992,801.491525,144.268475,363,2.0
298,1209,2019-07-03,975,364.40678,65.59322,595,2.0
299,1210,2019-07-03,1540,1400.847458,252.152542,389,1.0
300,1211,2019-07-03,118,1084.745763,195.254237,447,4.0
301,1212,2019-07-03,223,821.186441,147.813559,66,4.0
302,1213,2019-07-03,2512,1720.338983,309.661017,325,2.0
303,1214,2019-07-04,1408,1194.915254,215.084746,18,6.0
304,1215,2019-07-04,222,335.59322,60.40678,56,1.0
305,1216,2019-07-04,481,3525.423729,634.576271,75,26.0
306,1217,2019-07-04,130,1406.779661,253.220339,155,4.0
307,1218,2019-07-04,2455,2989.830508,538.169492,280,4.0
308,1219,2019-07-04,90,847.067797,152.472203,266,2.0
309,1220,2019-07-04,2158,563.559322,101.440678,74,2.0
310,1221,2019-07-04,2474,904.237288,162.762712,36,4.0
311,1222,2019-07-04,2286,354.237288,63.762712,298,1.0
312,1223,2019-07-04,2329,1311.864407,236.135593,383,4.0
313,1224,2019-07-04,167,3050.847458,549.152542,331,12.0
314,1225,2019-07-04,1310,417.79661,75.20339,332,2.0
315,1225,2019-07-04,868,403.389831,72.610169,332,2.0
316,1226,2019-07-04,1510,1440.677966,259.322034,161,2.0
317,1227,2019-07-04,1408,1593.220339,286.779661,18,8.0
318,1228,2019-07-04,1408,1702.754237,306.495763,22,9.0
319,1229,2019-07-04,538,1062.711864,191.288136,75,8.0
320,1230,2019-07-04,2411,1230.508475,221.491525,25,4.0
321,1231,2019-07-04,1796,398.305085,71.694915,170,2.0
322,1232,2019-07-04,1642,2739.677966,493.142034,284,2.0
323,1232,2019-07-04,1596,887.601695,159.768305,284,1.0
324,1232,2019-07-04,1601,407.855932,73.414068,284,1.0
325,1232,2019-07-04,1748,416.322034,74.937966,284,1.0
326,1233,2019-07-05,1776,1694.915254,305.084746,22,8.0
327,1234,2019-07-05,1780,1898.305085,341.694915,22,8.0
328,1235,2019-07-05,1777,1463.423729,263.416271,582,4.0
329,1236,2019-07-05,1780,950.0,171.0,604,4.0
330,1236,2019-07-05,538,1062.711864,191.288136,604,8.0
331,1237,2019-07-05,538,1677.966102,302.033898,582,12.0
332,1237,2019-07-05,1780,2000.0,360.0,582,8.0
333,1238,2019-07-05,525,2779.661017,500.338983,488,16.0
334,1239,2019-07-05,402,772.220339,138.999661,156,2.0
335,1240,2019-07-05,1780,500.0,90.0,511,2.0
336,1241,2019-07-05,538,1118.644068,201.355932,120,8.0
337,1242,2019-07-05,538,3355.932203,604.067797,501,24.0
338,1243,2019-07-05,538,1677.966102,302.033898,169,12.0
339,1243,2019-07-05,1776,1796.610169,323.389831,169,8.0
340,1243,2019-07-05,1780,5000.0,900.0,169,20.0
341,1244,2019-07-05,1780,1000.0,180.0,170,4.0
342,1244,2019-07-05,1776,898.305085,161.694915,170,4.0
343,1244,2019-07-05,538,559.322034,100.677966,170,4.0
344,1245,2019-07-05,2275,5084.745763,915.254237,396,2.0
345,1246,2019-07-05,992,800.0,144.0,407,2.0
346,1247,2019-07-05,172,762.711864,137.288136,351,2.0
347,1248,2019-07-05,538,3985.169492,717.330508,99,30.0
348,1248,2019-07-05,1774,1246.711864,224.408136,99,4.0
349,1249,2019-07-05,219,813.559322,146.440678,266,4.0
350,1250,2019-07-05,519,1229.152542,221.247458,280,8.0
351,1251,2019-07-05,223,432.20339,77.79661,266,2.0
352,1252,2019-07-05,810,1949.152542,350.847458,567,4.0
353,1253,2019-07-05,2199,346.186441,62.313559,82,2.0
354,1254,2019-07-05,1284,766.101695,137.898305,25,2.0
355,1255,2019-07-05,545,716.898305,129.041695,511,2.0
356,1256,2019-07-05,543,711.864407,128.135593,281,4.0
357,1256,2019-07-05,538,542.372881,97.627119,281,4.0
358,1256,2019-07-05,530,881.355932,158.644068,281,4.0
359,1256,2019-07-05,1774,1254.237288,225.762712,281,4.0
360,1257,2019-07-05,1776,898.305085,161.694915,25,4.0
361,1257,2019-07-05,1780,1000.0,180.0,25,4.0
362,1257,2019-07-05,538,559.322034,100.677966,25,4.0
363,1258,2019-07-05,519,627.118644,112.881356,23,4.0
364,1259,2019-07-05,917,338.898305,61.001695,537,1.0
365,1260,2019-07-05,875,1461.694915,263.105085,68,8.0
366,1261,2019-07-05,1748,419.491525,75.508475,70,1.0
367,1262,2019-07-05,1094,2361.016949,424.983051,148,2.0
368,1262,2019-07-05,1095,1483.898305,267.101695,148,1.0
369,1263,2019-07-05,170,847.457627,152.542373,25,2.0
370,1264,2019-07-05,519,1191.525424,214.474576,99,8.0
371,1265,2019-07-05,519,1254.237288,225.762712,567,8.0
372,1266,2019-07-05,519,1254.237288,225.762712,488,8.0
373,1267,2019-07-05,519,1254.237288,225.762712,380,8.0
374,1268,2019-07-05,374,1144.067797,205.932203,42,6.0
375,1269,2019-07-06,553,1312.40678,236.23322,182,4.0
376,1270,2019-07-06,519,1254.237288,225.762712,497,8.0
377,1270,2019-07-06,1776,1796.610169,323.389831,497,8.0
378,1270,2019-07-06,1780,2000.0,360.0,497,8.0
379,1271,2019-07-06,1776,853.38983,153.61017,224,4.0
380,1271,2019-07-06,541,547.457627,98.542373,224,4.0
381,1272,2019-07-06,519,595.762712,107.237288,224,4.0
382,1272,2019-07-06,1776,853.38983,153.61017,224,4.0
383,1272,2019-07-06,1780,950.0,171.0,224,4.0
384,1273,2019-07-06,1780,1000.0,180.0,156,4.0
385,1273,2019-07-06,1776,898.305085,161.694915,156,4.0
386,1273,2019-07-06,519,627.118644,112.881356,156,4.0
387,1274,2019-07-06,519,627.118644,112.881356,165,4.0
388,1274,2019-07-06,2329,1338.983051,241.016949,165,4.0
389,1275,2019-07-06,2232,665.254237,119.745763,284,1.0
390,1275,2019-07-06,1596,887.601695,159.768305,284,1.0
391,1275,2019-07-06,1095,1468.644068,264.355932,284,1.0
392,1276,2019-07-06,1796,199.152542,35.847458,231,1.0
393,1277,2019-07-06,220,881.355932,158.644068,266,4.0
394,1278,2019-07-06,875,1491.525424,268.474576,18,8.0
395,1279,2019-07-06,875,1278.983051,230.216949,280,7.0
396,1280,2019-07-06,226,2616.949152,471.050848,99,8.0
397,1280,2019-07-06,181,1835.59322,330.40678,99,4.0
398,1280,2019-07-06,206,724.576271,130.423729,99,2.0
399,1281,2019-07-06,2329,669.491525,120.508475,189,2.0
400,1282,2019-07-06,525,1391.186441,250.413559,501,8.0
401,1283,2019-07-06,1778,1431.118644,257.601356,182,4.0
402,1284,2019-07-06,875,1491.525424,268.474576,163,8.0
403,1285,2019-07-08,541,864.40678,155.59322,351,6.0
404,1285,2019-07-08,196,1474.576271,265.423729,351,4.0
405,1285,2019-07-08,194,1322.033898,237.966102,351,6.0
406,1285,2019-07-08,191,389.830508,70.169492,351,2.0
407,1285,2019-07-08,163,1271.186441,228.813559,351,6.0
408,1285,2019-07-08,166,1966.101695,353.898305,351,8.0
409,1285,2019-07-08,1777,1461.016949,262.983051,351,4.0
410,1286,2019-07-08,1707,2216.949153,399.050847,322,4.0
411,1287,2019-07-08,1776,898.305085,161.694915,578,4.0
412,1288,2019-07-08,1796,1194.915254,215.084746,574,6.0
413,1289,2019-07-08,1008,508.474576,91.525424,447,2.0
414,1290,2019-07-08,219,772.881356,139.118644,99,4.0
415,1291,2019-07-08,197,466.101695,83.898305,56,2.0
416,1291,2019-07-08,194,415.254237,74.745763,56,2.0
417,1292,2019-07-08,1827,359.322034,64.677966,313,2.0
418,1293,2019-07-08,1431,182.20339,32.79661,85,1.0
419,1293,2019-07-08,1454,173.728814,31.271186,85,1.0
420,1294,2019-07-09,220,881.355932,158.644068,266,4.0
421,1295,2019-07-09,186,720.720339,129.729661,66,1.0
422,1296,2019-07-09,1288,596.847458,107.432542,83,1.0
423,1297,2019-07-09,575,927.966102,167.033898,224,3.0
424,1298,2019-07-09,1604,1368.644068,246.355932,139,2.0
425,1299,2019-07-09,1512,2059.762712,370.757288,351,4.0
426,1300,2019-07-09,1780,500.0,90.0,170,2.0
427,1301,2019-07-09,1776,426.694915,76.805085,139,2.0
428,1301,2019-07-09,541,547.457627,98.542373,139,4.0
429,1302,2019-07-09,571,1147.186441,206.493559,351,4.0
430,1303,2019-07-09,1776,1796.610169,323.389831,264,8.0
431,1303,2019-07-09,1780,2000.0,360.0,264,8.0
432,1304,2019-07-09,2351,1387.288136,249.711864,551,4.0
433,1305,2019-07-09,181,1893.559322,340.840678,68,4.0
434,1306,2019-07-09,541,559.322034,100.677966,18,4.0
435,1306,2019-07-09,538,576.271186,103.728814,18,4.0
436,1307,2019-07-09,51,440.677966,79.322034,78,2.0
437,1308,2019-07-09,522,1220.338983,219.661017,383,8.0
438,1309,2019-07-09,522,610.169492,109.830508,558,4.0
439,1310,2019-07-09,543,1457.627119,262.372881,76,8.0
440,1311,2019-07-09,223,432.20339,77.79661,308,2.0
441,1311,2019-07-09,2329,1338.983051,241.016949,308,4.0
442,1312,2019-07-09,570,1161.559322,209.080678,511,4.0
443,1313,2019-07-09,1134,245.762712,44.237288,165,1.0
444,1314,2019-07-09,1779,1694.915254,305.084746,380,4.0
445,1315,2019-07-09,519,1254.237288,225.762712,501,8.0
446,1316,2019-07-09,2341,467.576271,84.163729,284,1.0
447,1316,2019-07-09,1634,325.627119,58.612881,284,1.0
448,1316,2019-07-09,581,762.694915,137.285085,284,2.0
449,1316,2019-07-09,525,715.864407,128.855593,284,4.0
450,1316,2019-07-09,525,715.864407,128.855593,284,4.0
451,1316,2019-07-09,528,220.330508,39.659492,284,1.0
452,1316,2019-07-09,793,686.389831,123.550169,284,2.0
453,1316,2019-07-09,2010,181.144068,32.605932,284,1.0
454,1316,2019-07-09,1097,1886.186441,339.513559,284,2.0
455,1317,2019-07-09,1443,21610.169491,3889.830509,25,100.0
456,1317,2019-07-09,875,4627.118644,832.881356,25,26.0
457,1317,2019-07-09,975,1694.915254,305.084746,25,10.0
458,1318,2019-07-09,70,1610.169492,289.830508,436,4.0
